Symbol,Name,Sector,Industry
MSN,Emerson Radio Corporation Common Stock,Consumer Staples,Consumer Electronics/Appliances
MSPR,MSP Recovery Inc. Class A Common Stock,Technology,EDP Services
MSPRW,MSP Recovery Inc. Warrant,Technology,EDP Services
MSS,Maison Solutions Inc. Class A Common Stock,Consumer Staples,Food Chains
MSTR,Strategy Inc Common Stock Class A,Technology,Computer Software: Prepackaged Software
MSW,Ming Shing Group Holdings Limited Ordinary Shares,Consumer Discretionary,Engineering & Construction
MT,Arcelor Mittal NY Registry Shares NEW,Industrials,Steel/Iron Ore
MTA,Metalla Royalty & Streaming Ltd. Common Shares,Basic Materials,Precious Metals
MTAL,MAC Copper Limited Ordinary Shares,Basic Materials,Metal Mining
MTB,M&T Bank Corporation Common Stock,Finance,Major Banks
MTB^H,M&T Bank Corporation Perpetual Fixed-to-Floating Rate Non-Cumulative Preferred Stock Series H,,
MTB^J,M&T Bank Corporation Depositary Shares each representing a 1/400th ownership interest in a share of Perpetual 7.500% Non-Cumulative Preferred Stock Series J,,
MTC,MMTec Inc. Common Shares,Technology,Computer Software: Prepackaged Software
MTCH,Match Group Inc. Common Stock,Technology,Computer Software: Programming Data Processing
MTD,Mettler-Toledo International Inc. Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments
MTDR,Matador Resources Company Common Stock,Energy,Oil & Gas Production
MTEK,Maris-Tech Ltd. Ordinary Shares,Telecommunications,Telecommunications Equipment
MTEKW,Maris-Tech Ltd. Warrants,Telecommunications,Telecommunications Equipment
MTEN,Mingteng International Corporation Inc. Ordinary Shares,Industrials,Building Products
MTEX,Mannatech Incorporated Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
MTG,MGIC Investment Corporation Common Stock,Finance,Property-Casualty Insurers
MTH,Meritage Homes Corporation Common Stock,Consumer Discretionary,Homebuilding
MTLS,Materialise NV American Depositary Shares,Technology,Computer Software: Prepackaged Software
MTN,Vail Resorts Inc. Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
MTNB,Matinas Biopharma Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MTR,Mesa Royalty Trust Common Stock,Energy,Oil & Gas Production
MTRN,Materion Corporation,Industrials,Industrial Specialties
MTRX,Matrix Service Company Common Stock,Consumer Discretionary,Engineering & Construction
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,Technology,Semiconductors
MTSR,Metsera Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MTUS,Metallus Inc. Common Shares,Industrials,Steel/Iron Ore
MTVA,MetaVia Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MTW,Manitowoc Company Inc. (The) Common Stock,Industrials,Construction/Ag Equipment/Trucks
MTX,Minerals Technologies Inc. Common Stock,Basic Materials,Major Chemicals
MTZ,MasTec Inc. Common Stock,Industrials,Water Sewer Pipeline Comm & Power Line Construction
MU,Micron Technology Inc. Common Stock,Technology,Semiconductors
MUA,Blackrock MuniAssets Fund Inc Common Stock,Finance,Investment Bankers/Brokers/Service
MUC,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock,Finance,Investment Bankers/Brokers/Service
MUE,Blackrock MuniHoldings Quality Fund II Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
MUFG,Mitsubishi UFJ Financial Group Inc. Common Stock,Finance,Commercial Banks
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
MUR,Murphy Oil Corporation Common Stock,Energy,Oil & Gas Production
MURA,Mural Oncology plc Ordinary Shares ,Health Care,Biotechnology: Pharmaceutical Preparations
MUSA,Murphy USA Inc. Common Stock,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
MUX,McEwen Inc. Common Stock,Basic Materials,Precious Metals
MVBF,MVB Financial Corp. Common Stock,Finance,Major Banks
MVF,Blackrock MuniVest Fund Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
MVIS,MicroVision Inc. Common Stock,Technology,Industrial Machinery/Components
MVO,MV Oil Trust Units of Beneficial Interests,Energy,Oil & Gas Production
MVST,Microvast Holdings Inc. Common Stock,Miscellaneous,Industrial Machinery/Components
MVSTW,Microvast Holdings Inc. Warrants,Miscellaneous,Industrial Machinery/Components
MVT,Blackrock MuniVest Fund II Inc.  Common Stock,Finance,Investment Bankers/Brokers/Service
MWA,MUELLER WATER PRODUCTS Common Stock,Industrials,Metal Fabrications
MWG,Multi Ways Holdings Limited Ordinary Shares,Consumer Discretionary,Miscellaneous manufacturing industries
MWYN,Marwynn Holdings Inc. Common stock,Consumer Discretionary,Food Distributors
MX,Magnachip Semiconductor Corporation Common Stock,Technology,Semiconductors
MXC,Mexco Energy Corporation Common Stock,Energy,Oil & Gas Production
MXCT,MaxCyte Inc. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MXE,Mexico Equity and Income Fund Inc. (The) Common Stock,Finance,Finance Companies
MXF,Mexico Fund Inc. (The) Common Stock,Finance,Trusts Except Educational Religious and Charitable
MXL,MaxLinear Inc. Common Stock,Technology,Semiconductors
MYD,Blackrock MuniYield Fund Inc.  Common Stock,Finance,Investment Bankers/Brokers/Service
MYE,Myers Industries Inc. Common Stock,Industrials,Plastic Products
MYFW,First Western Financial Inc. Common Stock,Finance,Major Banks
MYGN,Myriad Genetics Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYI,Blackrock MuniYield Quality Fund III Inc Common Stock,Finance,Investment Bankers/Brokers/Service
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,Finance,Finance Companies
MYND,Mynd.ai Inc. American Depositary Shares,Real Estate,Other Consumer Services
MYNZ,Mainz Biomed N.V. Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
MYO,Myomo Inc. Common Stock,Health Care,Industrial Specialties
MYPS,PLAYSTUDIOS Inc.  Class A Common Stock,Technology,Computer Software: Prepackaged Software
MYPSW,PLAYSTUDIOS Inc. Warrant,Technology,Computer Software: Prepackaged Software
MYRG,MYR Group Inc. Common Stock,Industrials,Water Sewer Pipeline Comm & Power Line Construction
MYSE,Myseum Inc. Common Stock,Telecommunications,Telecommunications Equipment
MYSEW,Myseum Inc. Series A Warrant,Telecommunications,Telecommunications Equipment
MYSZ,My Size Inc. Common Stock,Technology,Computer Software: Prepackaged Software
MZTI,The Marzetti Company Common Stock,Consumer Staples,Packaged Foods
,Nano Labs Ltd Class A Ordinary Shares,Technology,Semiconductors
NAAS,NaaS Technology Inc. American Depositary Shares,Consumer Discretionary,Other Specialty Stores
NABL,N-able Inc. Common Stock,Technology,Computer Software: Prepackaged Software
NAC,Nuveen California Quality Municipal Income Fund,Finance,Investment Managers
NAD,Nuveen Quality Municipal Income Fund Common Stock,Finance,Investment Managers
NAGE,Niagen Bioscience Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
NAII,Natural Alternatives International Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
NAK,Northern Dynasty Minerals Ltd. Common Stock,Basic Materials,Precious Metals
NAKA,Kindly MD Inc. Common Stock,Health Care,Medical/Nursing Services
NAMI,Jinxin Technology Holding Company American Depositary Shares,Real Estate,Other Consumer Services
NAMM,Namib Minerals Ordinary Shares,Basic Materials,Precious Metals
NAMMW,Namib Minerals Warrants,Basic Materials,Precious Metals
NAMS,NewAmsterdam Pharma Company N.V. Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
NAMSW,NewAmsterdam Pharma Company N.V. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,Finance,Investment Managers
NAOV,NanoVibronix Inc. Common Stock,Health Care,Industrial Specialties
NAT,Nordic American Tankers Limited Common Stock,Consumer Discretionary,Marine Transportation
NATH,Nathan's Famous Inc. Common Stock,Consumer Discretionary,Restaurants
NATL,NCR Atleos Corporation Common Stock,Miscellaneous,Office Equipment/Supplies/Services
NATR,Nature's Sunshine Products Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NAUT,Nautilus Biotechnolgy Inc. Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments
NAVI,Navient Corporation Common Stock,Finance,Investment Bankers/Brokers/Service
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,Finance,Finance/Investors Services
NB,NioCorp Developments Ltd. Common Stock,Basic Materials,Metal Mining
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies
NBBK,NB Bancorp Inc. Common Stock,Finance,Banks
NBH,Neuberger Berman Municipal Fund Inc. Common Stock,Finance,Finance/Investors Services
NBHC,National Bank Holdings Corporation Common Stock,Finance,Major Banks
NBIS,Nebius Group N.V. Class A Ordinary Shares,Technology,Computer Software: Programming Data Processing
NBIX,Neurocrine Biosciences Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBN,Northeast Bank Common Stock,Finance,Major Banks
NBR,Nabors Industries Ltd.,Energy,Oil & Gas Production
NBTB,NBT Bancorp Inc. Common Stock,Finance,Major Banks
NBTX,Nanobiotix S.A. American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
NBXG,Neuberger Berman Next Generation Connectivity Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
NBY,NovaBay Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NC,NACCO Industries Inc. Common Stock,Energy,Coal Mining
NCA,Nuveen California Municipal Value Fund,Finance,Investment Managers
NCDL,Nuveen Churchill Direct Lending Corp. Common Stock,,
NCEW,New Century Logistics (BVI) Limited Ordinary Shares,Industrials,Integrated Freight & Logistics
NCI,Neo-Concept International Group Holdings Limited Class A Ordinary Shares,Consumer Discretionary,Apparel
NCL,Northann Corp. Common Stock,Industrials,Plastic Products
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,Consumer Discretionary,Marine Transportation
NCMI,National CineMedia Inc. Common Stock,Consumer Discretionary,Advertising
NCNA,NuCana plc American Depositary Share,Health Care,Biotechnology: Pharmaceutical Preparations
NCNO,nCino Inc. Common Stock,Technology,Computer Software: Prepackaged Software
NCPL,Netcapital Inc. Common Stock,Finance,Finance: Consumer Services
NCPLW,Netcapital Inc. Warrants,Finance,Finance: Consumer Services
NCRA,Nocera Inc. Common Stock,Consumer Staples,Farming/Seeds/Milling
NCSM,NCS Multistage Holdings Inc. Common Stock,Energy,Oilfield Services/Equipment
NCT,Intercont (Cayman) Limited Ordinary shares,Consumer Discretionary,Restaurants
NCTY,The9 Limited American Depository Shares,Finance,Finance: Consumer Services
NCV,Virtus Convertible & Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies
NCV^A,Virtus Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares,,
NCZ,Virtus Convertible & Income Fund II Common Shares of Beneficial Interest,Finance,Finance Companies
NCZ^A,Virtus Convertible & Income Fund II 5.50% Series A Cumulative Preferred Shares,,
NDAQ,Nasdaq Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
NDLS,Noodles & Company Class A Common Stock,Consumer Discretionary,Restaurants
NDMO,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
NDRA,ENDRA Life Sciences Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NDSN,Nordson Corporation Common Stock,Industrials,Industrial Machinery/Components
NE,Noble Corporation plc A Ordinary Shares,Energy,Oil & Gas Production
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,Finance,Finance/Investors Services
NECB,NorthEast Community Bancorp Inc. Common Stock,Finance,Banks
NEE,NextEra Energy Inc. Common Stock,Technology,EDP Services
NEE^N,NextEra Energy Inc. Series N Junior Subordinated Debentures due March 1 2079,,
NEE^R,NextEra Energy Inc. 6.926% Corporate Units,,
NEE^S,NextEra Energy Inc. 7.299% Corporate Units,,
NEE^T,NextEra Energy Inc. 7.234% Corporate Units,,
NEE^U,NextEra Energy Inc. Series U Junior Subordinated Debentures due June 1 2085,,
NEGG,Newegg Commerce Inc. Common Shares,Consumer Discretionary,Other Specialty Stores
NEM,Newmont Corporation,Basic Materials,Precious Metals
NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,Real Estate,Building operators
NEO,NeoGenomics Inc. Common Stock,Health Care,Precision Instruments
NEOG,Neogen Corporation Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEON,Neonode Inc. Common Stock,Technology,Industrial Machinery/Components
NEOV,NeoVolta Inc. Common Stock,Miscellaneous,Industrial Machinery/Components
NEOVW,NeoVolta Inc. Warrant,Miscellaneous,Industrial Machinery/Components
NEPH,Nephros Inc. Common Stock,Health Care,Medical/Dental Instruments
NERV,Minerva Neurosciences Inc Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NESR,National Energy Services Reunited Corp Ordinary Shares,Energy,Oilfield Services/Equipment
NET,Cloudflare Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
NETD,Nabors Energy Transition Corp. II Class A Ordinary Shares,,
NEU,NewMarket Corp Common Stock,Industrials,Major Chemicals
NEUE,NeueHealth Inc. Common Stock,Health Care,Medical Specialities
NEUP,Neuphoria Therapeutics Inc. Common Stock,,
NEWP,New Pacific Metals Corp. Common Shares,Basic Materials,Precious Metals
NEWT,NewtekOne Inc. Common Stock,Finance,Major Banks
NEWTG,NewtekOne Inc. 8.50% Fixed Rate Senior Notes due 2029,Finance,Major Banks
NEWTH,NewtekOne Inc. 8.625% Fixed Rate Senior Notes due 2029,Finance,Major Banks
NEWTI,NewtekOne Inc. 8.00% Fixed Rate Senior Notes due 2028,Finance,Major Banks
NEWTZ,NewtekOne Inc. 5.50% Notes Due 2026,Finance,Major Banks
NEXA,Nexa Resources S.A. Common Shares,Basic Materials,Metal Mining
NEXM,NexMetals Mining Corp. Common Shares,,
NEXN,Nexxen International Ltd. Ordinary Shares,Technology,Computer Software: Programming Data Processing
NEXT,NextDecade Corporation Common Stock,Utilities,Oil & Gas Production
NFBK,Northfield Bancorp Inc. Common Stock (Delaware),Finance,Savings Institutions
NFE,New Fortress Energy Inc. Class A Common Stock,Utilities,Oil/Gas Transmission
NFG,National Fuel Gas Company Common Stock,Utilities,Oil/Gas Transmission
NFGC,New Found Gold Corp Common Shares,Basic Materials,Precious Metals
NFJ,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest,Finance,Finance: Consumer Services
NFLX,Netflix Inc. Common Stock,Consumer Discretionary,Consumer Electronics/Video Chains
NG,Novagold Resources Inc.,Basic Materials,Precious Metals
NGD,New Gold Inc.,Basic Materials,Metal Mining
NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,Utilities,Natural Gas Distribution
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,Utilities,Natural Gas Distribution
NGL^B,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests,,
NGL^C,NGL ENERGY PARTNERS LP 9.625% Class C Fixed-to-Floating Rate Cumulative  Redeemable Perpetual Preferred Units representing  limited partner interests,,
NGNE,Neurogene Inc. Common Stock ,Health Care,Biotechnology: Pharmaceutical Preparations
NGS,Natural Gas Services Group Inc. Common Stock,Energy,Oilfield Services/Equipment
NGVC,Natural Grocers by Vitamin Cottage Inc. Common Stock,Consumer Staples,Food Chains
NGVT,Ingevity Corporation Common Stock ,Industrials,Major Chemicals
NHC,National HealthCare Corporation Common Stock,Health Care,Hospital/Nursing Management
NHI,National Health Investors Inc. Common Stock,Real Estate,Real Estate Investment Trusts
NHICU,NewHold Investment Corp III Units,Finance,Blank Checks
NHPAP,National Healthcare Properties Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock,Real Estate,Real Estate Investment Trusts
NHPBP,National Healthcare Properties Inc. 7.125% Series B Cumulative Redeemable Perpetual Preferred Stock,Real Estate,Real Estate Investment Trusts
NHS,Neuberger Berman High Yield Strategies Fund,Finance,Trusts Except Educational Religious and Charitable
NHTC,Natural Health Trends Corp. Common Stock,Consumer Discretionary,Consumer Specialties
NI,NiSource Inc Common Stock,Utilities,Power Generation
NIC,Nicolet Bankshares Inc. Common Stock,Finance,Major Banks
NICE,NICE Ltd American Depositary Shares,Technology,Computer Software: Prepackaged Software
NIE,Virtus Equity & Convertible Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers
NIM,Nuveen Select Maturities Municipal Fund Common Stock,Finance,Trusts Except Educational Religious and Charitable
NINE,Nine Energy Service Inc. Common Stock,Energy,Oilfield Services/Equipment
NIO,NIO Inc. American depositary shares each  representing one Class A ordinary share,Industrials,Auto Manufacturing
NIOBW,NioCorp Developments Ltd. Warrant,Basic Materials,Metal Mining
NIPG,NIP Group Inc. American Depositary Shares,Consumer Discretionary,Services-Misc. Amusement & Recreation
NIQ,NIQ Global Intelligence plc Ordinary Shares,Technology,Computer Software: Programming Data Processing
NISN,NiSun International Enterprise Development Group Co. Ltd. Class A Common Shares,Industrials,Metal Fabrications
NITO,N2OFF Inc. Common Stock,Industrials,Agricultural Chemicals
NIU,Niu Technologies American Depositary Shares,Industrials,Auto Manufacturing
NIVF,NewGenIvf Group Limited Class A Ordinary Shares,Health Care,Misc Health and Biotechnology Services
NIVFW,NewGenIvf Group Limited Warrants,Health Care,Misc Health and Biotechnology Services
NIXX,Nixxy Inc. Common Stock,Technology,EDP Services
NJR,NewJersey Resources Corporation Common Stock,Utilities,Oil/Gas Transmission
NKE,Nike Inc. Common Stock,Consumer Discretionary,Shoe Manufacturing
NKSH,National Bankshares Inc. Common Stock,Finance,Major Banks
NKTR,Nektar Therapeutics  Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NKTX,Nkarta Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,Finance,Finance/Investors Services
NL,NL Industries Inc. Common Stock,Basic Materials,Major Chemicals
NLOP,Net Lease Office Properties Common Shares of Beneficial Interest,Real Estate,Real Estate Investment Trusts
NLSP,NLS Pharmaceutics Ltd. Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
NLSPW,NLS Pharmaceutics Ltd. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations
NLY,Annaly Capital Management Inc. Common Stock,Real Estate,Real Estate Investment Trusts
NLY^F,Annaly Capital Management Inc 6.95% Series F,,
NLY^G,Annaly Capital Management Inc 6.50% Series G Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,
NLY^I,Annaly Capital Management Inc 6.750% Series I Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,
NLY^J,Annaly Capital Management Inc. 8.875% Series J Fixed-Rate Cumulative Redeemable Preferred Stock,,
NMAI,Nuveen Multi-Asset Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers
NMAX,Newsmax Inc. Class B Common Stock,Industrials,Broadcasting
NMCO,Nuveen Municipal Credit Opportunities Fund Common Shares,Finance,Finance/Investors Services
NMFC,New Mountain Finance Corporation Common Stock,Finance,Finance/Investors Services
NMFCZ,New Mountain Finance Corporation 8.250% Notes due 2028,,
NMG,Nouveau Monde Graphite Inc. Common Shares,Basic Materials,Other Metals and Minerals
NMI,Nuveen Municipal Income Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
NMIH,NMI Holdings Inc. Common Stock,Finance,Property-Casualty Insurers
NML,Neuberger Berman Energy Infrastructure and Income Fund Inc. Common Stock,Finance,Finance/Investors Services
NMM,Navios Maritime Partners LP Common Units Representing Limited Partner Interests,Consumer Discretionary,Marine Transportation
NMPAU,NMP Acquisition Corp. Units,Finance,Blank Checks
NMR,Nomura Holdings Inc ADR American Depositary Shares,Finance,Investment Bankers/Brokers/Service
NMRA,Neumora Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NMRK,Newmark Group Inc. Class A Common Stock,Finance,Real Estate
NMS,Nuveen Minnesota Quality Municipal Income Fund ,Finance,Finance Companies
NMT,Nuveen Massachusetts Quality Municipal Income Fund Common Stock,Finance,Finance/Investors Services
NMTC,NeuroOne Medical Technologies Corporation Common Stock,Health Care,Medical/Dental Instruments
NMZ,Nuveen Municipal High Income Opportunity Fund Common Stock $0.01 par value per share,Finance,Finance/Investors Services
NN,NextNav Inc. Common Stock,Industrials,Industrial Machinery/Components
NNAVW,NextNav Inc. Warrant,Industrials,Industrial Machinery/Components
NNBR,NN Inc. Common Stock,Industrials,Industrial Machinery/Components
NNDM,Nano Dimension Ltd. American Depositary Shares,Technology,Electrical Products
NNE,Nano Nuclear Energy Inc. Common Stock,Utilities,Electric Utilities: Central
NNI,Nelnet Inc. Common Stock,Finance,Finance: Consumer Services
NNN,NNN REIT Inc. Common Stock,Real Estate,Real Estate Investment Trusts
NNNN,Anbio Biotechnology Class A Ordinary Shares,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NNOX,NANO-X IMAGING LTD Ordinary Shares,Health Care,Medical Electronics
NNVC,NanoViricides Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NNY,Nuveen New York Municipal Value Fund Common Stock,Finance,Investment Managers
NOA,North American Construction Group Ltd. Common Shares (no par),Energy,Oilfield Services/Equipment
NOAH,Noah Holdings Limited American Depositary Shares,Finance,Investment Managers
NOC,Northrop Grumman Corporation Common Stock,Industrials,Industrial Machinery/Components
NODK,NI Holdings Inc. Common Stock,Finance,Property-Casualty Insurers
NOEM,CO2 Energy Transition Corp. Common Stock,,
NOEMR,CO2 Energy Transition Corp. Right,,
NOEMU,CO2 Energy Transition Corp. Unit,,
NOEMW,CO2 Energy Transition Corp. Warrant,,
NOG,Northern Oil and Gas Inc. Common Stock,Energy,Oil & Gas Production
NOK,Nokia Corporation Sponsored American Depositary Shares,Technology,Radio And Television Broadcasting And Communications Equipment
NOM,Nuveen Missouri Quality Municipal Income Fund ,Finance,Investment Managers
NOMD,Nomad Foods Limited Ordinary Shares,Consumer Staples,Packaged Foods
NOTE,FiscalNote Holdings Inc. Class A common stock,Real Estate,Real Estate
NOTV,Inotiv Inc. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NOV,NOV Inc. Common Stock,Consumer Discretionary,Oil and Gas Field Machinery
NOVT,Novanta Inc. Common Stock,Miscellaneous,Industrial Machinery/Components
NOW,ServiceNow Inc. Common Stock,Technology,Computer Software: Prepackaged Software
NPAC,New Providence Acquisition Corp. III Class A Ordinary Shares,,
NPACU,New Providence Acquisition Corp. III Units,Finance,Blank Checks
NPACW,New Providence Acquisition Corp. III Warrants,,
NPB,Northpointe Bancshares Inc. Common Stock,Finance,Major Banks
NPCE,Neuropace Inc. Common Stock,Health Care,Medical/Dental Instruments
NPCT,Nuveen Core Plus Impact Fund Common Shares of Beneficial Interest,Finance,Investment Managers
NPFD,Nuveen Variable Rate Preferred & Income Fund Common Shares,Finance,Trusts Except Educational Religious and Charitable
NPK,National Presto Industries Inc. Common Stock,Industrials,Ordnance And Accessories
NPKI,NPK International Inc. Common Stock,Consumer Discretionary,Oil and Gas Field Machinery
NPO,Enpro Inc. Common Stock,Industrials,Metal Fabrications
NPV,Nuveen Virginia Quality Municipal Income Fund Common Stock,Finance,Investment Managers
NPWR,NET Power Inc. Class A Common Stock,Energy,Industrial Machinery/Components
NQP,Nuveen Pennsylvania Quality Municipal Income Fund Common Stock,Finance,Trusts Except Educational Religious and Charitable
NRC,National Research Corporation Common Stock (Delaware),Health Care,Biotechnology: Commercial Physical & Biological Resarch
NRDS,NerdWallet Inc. Class A Common Stock,Technology,EDP Services
NRDY,Nerdy Inc. Class A Common Stock,Real Estate,Other Consumer Services
NREF,NexPoint Real Estate Finance Inc. Common Stock,Real Estate,Real Estate Investment Trusts
NREF^A,NexPoint Real Estate Finance Inc. 8.50% Series A Cumulative Redeemable Preferred Stock,,
NRG,NRG Energy Inc. Common Stock,Utilities,Electric Utilities: Central
NRGV,Energy Vault Holdings Inc. Common Stock,Miscellaneous,Industrial Machinery/Components
NRIM,Northrim BanCorp Inc Common Stock,Finance,Savings Institutions
NRIX,Nurix Therapeutics Inc. Common stock,Health Care,Biotechnology: Pharmaceutical Preparations
NRK,Nuveen New York AMT-Free Quality Municipal Income Fund ,Finance,Trusts Except Educational Religious and Charitable
NRO,Neuberger Berman Real Estate Securities Income Fund Inc.,Finance,Finance/Investors Services
NRP,Natural Resource Partners LP Limited Partnership,Energy,Coal Mining
NRSN,NeuroSense Therapeutics Ltd. Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
NRT,North European Oil Royality Trust Common Stock,Energy,Oil & Gas Production
NRUC,National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes),Finance,Diversified Financial Services
NRXP,NRX Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NRXPW,NRX Pharmaceuticals Inc. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations
NRXS,Neuraxis Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NSA,National Storage Affiliates Trust Common Shares of Beneficial Interest,Real Estate,Real Estate Investment Trusts
NSA^A,National Storage Affiliates Trust 6.000% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest (Liquidation Preference $25.00 per share),,
NSA^B,National Storage Affiliates Trust 6.000% Series B Cumulative Redeemable Preferred Shares of Beneficial Interest,,
NSC,Norfolk Southern Corporation Common Stock,Industrials,Railroads
NSIT,Insight Enterprises Inc. Common Stock,Consumer Discretionary,Catalog/Specialty Distribution
NSP,Insperity Inc. Common Stock,Consumer Discretionary,Professional Services
NSPR,InspireMD Inc. Common Stock,Health Care,Medical/Dental Instruments
NSRX,Nasus Pharma Ltd. Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
NSSC,NAPCO Security Technologies Inc. Common Stock,Telecommunications,Telecommunications Equipment
NSTS,NSTS Bancorp Inc. Common Stock,Finance,Savings Institutions
NSYS,Nortech Systems Incorporated Common Stock,Technology,Industrial Machinery/Components
NTAP,NetApp Inc. Common Stock,Technology,Electronic Components
NTB,Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares,Finance,Commercial Banks
NTCL,NETCLASS TECHNOLOGY INC Class A Ordinary Shares,Technology,Computer Software: Prepackaged Software
NTCT,NetScout Systems Inc. Common Stock,Technology,EDP Services
NTES,NetEase Inc. American Depositary Shares,Technology,Computer Software: Prepackaged Software
NTGR,NETGEAR Inc. Common Stock,Utilities,Telecommunications Equipment
NTHI,NeOnc Technologies Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NTIC,Northern Technologies International Corporation Common Stock,Industrials,Industrial Specialties
NTIP,Network-1 Technologies Inc. Common Stock,Miscellaneous,Multi-Sector Companies
NTLA,Intellia Therapeutics Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NTNX,Nutanix Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
NTR,Nutrien Ltd. Common Shares,Industrials,Agricultural Chemicals
NTRA,Natera Inc. Common Stock,Health Care,Medical Specialities
NTRB,Nutriband Inc. Common Stock,Health Care,Industrial Specialties
NTRBW,Nutriband Inc. Warrant,Health Care,Industrial Specialties
NTRP,NextTrip Inc. Common Stock,Consumer Discretionary,Miscellaneous manufacturing industries
NTRS,Northern Trust Corporation Common Stock,Finance,Major Banks
